scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;views;hits_renew
Crocodylus porosus;2631.0;53;296000;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;porosus;I/II;Australia,Bangladesh,Brunei Darussalam,Cambodia,Cocos (Keeling) Islands,Fiji,Hong Kong, SAR,India,Indonesia,Malaysia,Micronesia (Federated States of),Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Sri Lanka,Vanuatu,Viet Nam;Singapore;3954281;309000
Cyclura collei;2606.0;28;9480;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;collei;I;Jamaica;;38646;9370
Onychogalea fraenata;2590.0;21;14000;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Onychogalea;fraenata;I;Australia;;38861;14700
Batagur baska;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam;90592;32300
Catopuma temminckii;2580.0;41;39900;0;Animalia;Mammalia;Carnivora;Felidae;Catopuma;temminckii;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;;358271;38400
Babyrousa babyrussa;2556.0;43;37700;0;Animalia;Mammalia;Artiodactyla;Suidae;Babyrousa;babyrussa;I;Indonesia;;56497;40800
Pristis microdon;2541.0;47;18200;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;microdon;I;Australia,Bangladesh,Belize,Brazil,Cambodia,Colombia,Costa Rica,French Guiana [FR],Gambia,Guatemala,Guinea Bissau,Honduras,India,Indonesia,Kenya,Madagascar,Malaysia,Mauritius,Mexico,Mozambique,Nicaragua,Panama,Papua New Guinea,Philippines,Senegal,South Africa,Sri Lanka,Suriname,Thailand,Viet Nam,Zimbabwe;Réunion;114574;18100
Macaca silenus;2535.0;29;73100;0;Animalia;Mammalia;Primates;Cercopithecidae;Macaca;silenus;I;India;;504088;341000
Balaenoptera acutorostrata;2495.0;36;180000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;;195927;190000
Propithecus coquereli;2492.0;34;51100;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;coquereli;I;Madagascar;;180337;48400
Psephotus chrysopterygius;2432.0;14;13100;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;chrysopterygius;I;Australia;;26821;14200
Manis culionensis;2429.0;31;14000;0;Animalia;Mammalia;Pholidota;Manidae;Manis;culionensis;I;Philippines;;95199;11800
Lipotes vexillifer;2422.0;24;114000;1;Animalia;Mammalia;Cetacea;Iniidae;Lipotes;vexillifer;I;;;1228234;127000
Astrochelys yniphora;2414.0;32;21100;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;yniphora;I;Madagascar;;66675;20900
Monachus monachus;2405.0;38;218000;1;Animalia;Mammalia;Carnivora;Phocidae;Monachus;monachus;I;Algeria,Cabo Verde,Cyprus,Gambia,Greece,Mauritania,Russian Federation,Senegal,Spain,Turkey,Western Sahara;Egypt,France,Georgia,Israel,Italy,Lebanon,Malta,Morocco,Portugal,Syrian Arab Republic;346930;181000
Falco rusticolus;2367.0;21;160000;1;Animalia;Aves;Falconiformes;Falconidae;Falco;rusticolus;I;Austria,Belgium,Bulgaria,Canada,China,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Iceland,Ireland,Isle of Man (United Kingdom),Japan,Kazakhstan,Kyrgyzstan,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Saint Pierre and Miquelon,Svalbard and Jan Mayen Islands,Sweden,Switzerland,Ukraine,United Kingdom of Great Britain and Northern Ireland,United States of America;;968527;166000
Nectophrynoides asperginis;2363.0;29;6400;0;Animalia;Amphibia;Anura;Bufonidae;Nectophrynoides;asperginis;I;;;103769;7010
Eulemur macaco;2339.0;24;39200;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;macaco;I;Madagascar;;52305;314000
Pristis zijsron;2325.0;17;16600;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;zijsron;I;Australia,Cambodia,China,India,Indonesia,Malaysia,Mauritius,Mozambique,Oman,Pakistan,Papua New Guinea,Philippines,South Africa,Sri Lanka,Thailand,Viet Nam;;36253;18600
Ardeotis nigriceps;2319.0;29;22400;0;Animalia;Aves;Gruiformes;Otididae;Ardeotis;nigriceps;I;India,Pakistan;;782411;21900
Equus hemionus khur;2287.0;28;17600;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;hemionus;I;India,Pakistan;;283075;16700
Phaner furcifer;2285.0;2;8390;0;Animalia;Mammalia;Primates;Cheirogaleidae;Phaner;furcifer;I;Madagascar;;10950;9100
Nanger dama;2275.0;27;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Nanger;dama;I;Algeria,Chad,Egypt,Mali,Morocco,Niger;Libya,Mauritania,Senegal,Tunisia;116781;25800
Equus przewalskii;2271.0;47;109000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;przewalskii;I;;Kazakhstan;1404191;114000
Lutra lutra;2197.0;57;752000;1;Animalia;Mammalia;Carnivora;Mustelidae;Lutra;lutra;I;Afghanistan,Albania,Algeria,Andorra,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,Cambodia,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jordan,Kazakhstan,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lithuania,Luxembourg,Mongolia,Montenegro,Morocco,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Portugal,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sri Lanka,Sweden,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United Kingdom of Great Britain and Northern Ireland,Uzbekistan,Viet Nam;Liechtenstein,Switzerland;331794;893000
Caracal caracal;2147.0;29;179000;1;Animalia;Mammalia;Carnivora;Felidae;Caracal;caracal;I/II;Afghanistan,Algeria,Angola,Benin,Botswana,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Malawi,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Saudi Arabia,Senegal,Somalia,South Africa,South Sudan,Sudan,Syrian Arab Republic,Tajikistan,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Yemen,Zambia,Zimbabwe;;2639015;165000
Lutrogale perspicillata;2128.0;24;43100;0;Animalia;Mammalia;Carnivora;Mustelidae;Lutrogale;perspicillata;I;Afghanistan,Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,India,Indonesia,Iraq,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Singapore,Thailand,Viet Nam;;220541;45300
Aquila adalberti;2121.0;24;95100;0;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;I;France,Gibraltar (United Kingdom),Portugal,Spain;Algeria,Morocco;128766;102000
Pteronura brasiliensis;2092.0;16;157000;1;Animalia;Mammalia;Carnivora;Mustelidae;Pteronura;brasiliensis;I;Argentina,Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of);;1051560;167000
Amazona oratrix;1980.0;24;43900;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;oratrix;I;Belize,Guatemala,Honduras,Mexico;;170024;53700
Platysternon megacephalum;1961.0;19;41600;0;Animalia;Reptilia;Testudines;Platysternidae;Platysternon;megacephalum;I;Cambodia,China,Hong Kong, SAR,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;;50928;49000
Crocodylus palustris;1921.0;50;87000;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh;929480;90100
Rhinopithecus strykeri;1909.0;18;13300;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;strykeri;I;Myanmar;;75644;19300
Manis pentadactyla;1904.0;20;56800;0;Animalia;Mammalia;Pholidota;Manidae;Manis;pentadactyla;I;Bangladesh,Bhutan,Cambodia,China,Hong Kong, SAR,India,Lao People's Democratic Republic,Myanmar,Nepal,Taiwan, Province of China,Thailand,Viet Nam;;329581;60800
Shinisaurus crocodilurus;1898.0;10;41600;0;Animalia;Reptilia;Sauria;Xenosauridae;Shinisaurus;crocodilurus;I;China,Viet Nam;;62726;49800
Sus salvanius;1880.0;33;19500;0;Animalia;Mammalia;Artiodactyla;Suidae;Sus;salvanius;I;Bhutan,India;Bangladesh,Nepal;383003;20400
Quadrula sparsa;1852.0;1;5750;0;Animalia;Bivalvia;Unionoida;Unionidae;Quadrula;sparsa;I;United States of America;;1052;5980
Lophura edwardsi;1847.0;3;15500;0;Animalia;Aves;Galliformes;Phasianidae;Lophura;edwardsi;I;Viet Nam;;27306;15200
Panthera uncia;1837.0;31;250000;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;uncia;I;Afghanistan,Bhutan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Myanmar,Nepal,Pakistan,Russian Federation,Tajikistan,Uzbekistan;;4497899;312000
Pseudemydura umbrina;1835.0;37;11400;0;Animalia;Reptilia;Testudines;Chelidae;Pseudemydura;umbrina;I;Australia;;30226;13100
Bettongia lesueur;1808.0;36;15500;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;lesueur;I;Australia;;49036;15700
Cyclura lewisi;1775.0;43;31300;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;lewisi;I;Cayman Islands (United Kingdom);;224435;30300
Acipenser brevirostrum;1772.0;24;44300;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;brevirostrum;I;Canada,United States of America;;40074;44600
Psephotus pulcherrimus;1745.0;8;12100;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;pulcherrimus;I;;Australia;62435;13700
Felis nigripes;1744.0;26;61800;0;Animalia;Mammalia;Carnivora;Felidae;Felis;nigripes;I;Botswana,Namibia,South Africa,Zimbabwe;;1157935;61300
Crocodylus mindorensis;1706.0;30;40900;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;mindorensis;I;Philippines;;255050;42700
Propithecus verreauxi;1688.0;14;61000;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;verreauxi;I;Madagascar;;73320;70600
Berardius bairdii;1628.0;17;32700;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;;37782;30500
Trachypithecus geei;1623.0;25;16600;0;Animalia;Mammalia;Primates;Cercopithecidae;Trachypithecus;geei;I;Bhutan,India;;169272;17700
Sphenodon punctatus;1619.0;28;68100;0;Animalia;Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon;punctatus;I;New Zealand;;1827120;72100
Gazella leptoceros;1617.0;26;25900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Gazella;leptoceros;I;Algeria,Chad,Egypt,Libya,Mali,Niger,Sudan,Tunisia;;78838;20400
Addax nasomaculatus;1582.0;23;73400;0;Animalia;Mammalia;Artiodactyla;Bovidae;Addax;nasomaculatus;I;Chad,Mali,Mauritania,Niger,Sudan;Algeria,Egypt,Libya,Morocco,Tunisia,Western Sahara;391118;89000
Microcebus berthae;1578.0;13;21200;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;berthae;I;Madagascar;;170746;19300
Latimeria chalumnae;1572.0;47;140000;1;Animalia;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;chalumnae;I;Comoros,Kenya,Madagascar,Mozambique,South Africa;;178371;127000
Varanus bengalensis;1518.0;53;57200;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;bengalensis;I;Afghanistan,Bangladesh,China,India,Iran (Islamic Republic of),Myanmar,Nepal,Pakistan,Sri Lanka,Thailand;;638775;57200
Eulemur fulvus;1517.0;27;60800;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;fulvus;I;Madagascar,Mayotte;;51231;339000
Spheniscus humboldti;1514.0;23;133000;1;Animalia;Aves;Sphenisciformes;Spheniscidae;Spheniscus;humboldti;I;Chile,Ecuador,Peru;;320762;132000
Anodorhynchus hyacinthinus;1491.0;19;137000;1;Animalia;Aves;Psittaciformes;Psittacidae;Anodorhynchus;hyacinthinus;I;Bolivia (Plurinational State of),Brazil,Paraguay;;1108979;130000
Hylobates muelleri;1488.0;8;21100;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;muelleri;I;Brunei Darussalam,Indonesia,Malaysia;;3053;294000
Vicugna vicugna;1478.0;23;120000;1;Animalia;Mammalia;Artiodactyla;Camelidae;Vicugna;vicugna;I/II;Argentina,Bolivia (Plurinational State of),Chile,Peru;;1306252;124000
Astrochelys radiata;1465.0;30;71100;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;radiata;I;Madagascar;;194839;82600
Brachyteles arachnoides;1457.0;22;33600;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;;35916;34000
Hyperoodon ampullatus;1447.0;21;39800;0;Animalia;Mammalia;Cetacea;Ziphiidae;Hyperoodon;ampullatus;I;Belgium,Canada,Denmark,Faroe Islands,France,Germany,Greenland,Iceland,Ireland,Netherlands,Norway,Portugal,Svalbard and Jan Mayen Islands,Sweden,United Kingdom of Great Britain and Northern Ireland,United States of America;;107122;38000
Python molurus molurus;1397.0;24;12800;0;Animalia;Reptilia;Serpentes;Pythonidae;Python;molurus;I;Bangladesh,India,Nepal,Pakistan,Sri Lanka;;127134;13800
Abies guatemalensis;1384.0;3;35400;0;Plantae;;Pinales;Pinaceae;Abies;guatemalensis;I;El Salvador,Guatemala,Honduras,Mexico;;22526;37400
Leopardus wiedii;1376.0;12;133000;1;Animalia;Mammalia;Carnivora;Felidae;Leopardus;wiedii;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);;769669;116000
Falco punctatus;1375.0;26;18700;0;Animalia;Aves;Falconiformes;Falconidae;Falco;punctatus;I;Mauritius;;52390;20400
Natator depressus;1374.0;16;60300;0;Animalia;Reptilia;Testudines;Cheloniidae;Natator;depressus;I;Australia,Indonesia,Papua New Guinea;;142650;52900
Saguinus bicolor;1365.0;6;25900;0;Animalia;Mammalia;Primates;Cebidae;Saguinus;bicolor;I;Brazil;;62046;286000
Papasula abbotti;1364.0;7;13400;0;Animalia;Aves;Pelecaniformes;Sulidae;Papasula;abbotti;I;Australia,Christmas Island,Indonesia;Mauritius,Seychelles;36316;11500
Ognorhynchus icterotis;1359.0;9;26900;0;Animalia;Aves;Psittaciformes;Psittacidae;Ognorhynchus;icterotis;I;Colombia,Ecuador;;27683;29200
Sousa chinensis;1353.0;41;98700;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;chinensis;I;Bangladesh,Brunei Darussalam,Cambodia,China,Hong Kong, SAR,India,Indonesia,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Sudan,Taiwan, Province of China,Thailand,Viet Nam;;45249;111000
Sousa plumbea;1348.0;19;15800;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;plumbea;I;Bahrain,Bangladesh,Comoros,Djibouti,Egypt,Eritrea,Ethiopia,India,Iran (Islamic Republic of),Iraq,Kenya,Kuwait,Madagascar,Malaysia,Mozambique,Myanmar,Oman,Pakistan,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Somalia,South Africa,Sri Lanka,Sudan,United Arab Emirates,United Republic of Tanzania,Yemen;;12540;16800
Prionailurus planiceps;1326.0;12;21900;0;Animalia;Mammalia;Carnivora;Felidae;Prionailurus;planiceps;I;Brunei Darussalam,Indonesia,Malaysia,Myanmar,Thailand;;172761;21500
Ara macao;1323.0;9;678000;1;Animalia;Aves;Psittaciformes;Psittacidae;Ara;macao;I;Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of);El Salvador;850690;764000
Amazona viridigenalis;1321.0;19;27400;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;viridigenalis;I;Mexico;;116267;35500
Sousa teuszii;1316.0;10;15100;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;teuszii;I;Angola,Benin,Cameroon,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Guinea,Guinea Bissau,Liberia,Mauritania,Morocco,Senegal,Sierra Leone,Western Sahara;;19399;14500
Grus nigricollis;1309.0;17;39500;0;Animalia;Aves;Gruiformes;Gruidae;Grus;nigricollis;I;Bhutan,China,India,Myanmar,Nepal,Viet Nam;;157945;41300
Equus grevyi;1304.0;36;103000;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;grevyi;I;Ethiopia,Kenya,South Sudan;Djibouti,Somalia;420396;111000
Grus americana;1302.0;22;84500;0;Animalia;Aves;Gruiformes;Gruidae;Grus;americana;I;Canada,United States of America;Mexico;738842;85100
Chelonia mydas;1296.0;6;1060000;1;Animalia;Reptilia;Testudines;Cheloniidae;Chelonia;mydas;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Aruba,Australia,Bahamas,Bahrain,Bangladesh,Barbados,Belize,Benin,Bosnia and Herzegovina,Brazil,British Indian Ocean Territory (United Kingdom),British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands (United Kingdom),Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic Republic of the Congo,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,French Southern and Antarctic Territories,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jamaica,Japan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Maldives,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Nigeria,Niue,Northern Mariana Islands,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Pitcairn Islands (United Kingdom),Portugal,Puerto Rico,Qatar,Réunion,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Syrian Arab Republic,Taiwan, Province of China,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States Minor Outlying Islands,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Wallis and Futuna Islands,Western Sahara,Yemen;Bermuda (United Kingdom);1373510;1070000
Nomascus hainanus;1290.0;25;10500;0;Animalia;Mammalia;Primates;Hylobatidae;Nomascus;hainanus;I;China;;90397;10900
Leucopsar rothschildi;1285.0;42;83100;0;Animalia;Aves;Passeriformes;Sturnidae;Leucopsar;rothschildi;I;Indonesia;;133351;80500
Nycticebus bengalensis;1272.0;24;16800;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;bengalensis;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;;73803;15600
Melanosuchus niger;1272.0;25;71600;0;Animalia;Reptilia;Crocodylia;Alligatoridae;Melanosuchus;niger;I/II;Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru;;758927;96500
Hylobates lar;1268.0;24;136000;1;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;lar;I;China,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand;;251919;369000
Anas laysanensis;1262.0;14;35500;0;Animalia;Aves;Anseriformes;Anatidae;Anas;laysanensis;I;United States of America;;76063;34500
Leopardus jacobita;1225.0;24;22900;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;jacobita;I;Argentina,Bolivia (Plurinational State of),Chile,Peru;;264113;23500
Bos mutus;1219.0;21;123000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation;343069;95300
Pantholops hodgsonii;1213.0;31;39900;0;Animalia;Mammalia;Artiodactyla;Bovidae;Pantholops;hodgsonii;I;China,India,Nepal;;317521;44200
Capricornis sumatraensis;1192.0;30;28300;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capricornis;sumatraensis;I;Indonesia,Malaysia,Thailand;;38813;28900
Cercopithecus roloway;1186.0;8;8390;0;Animalia;Mammalia;Primates;Cercopithecidae;Cercopithecus;roloway;I;Côte d'Ivoire,Ghana;;41076;7770
Balaenoptera borealis;1158.0;17;163000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;I;Angola,Argentina,Australia,Brazil,Canada,Chile,Colombia,Costa Rica,Cuba,Democratic People's Republic of Korea,Denmark,Ecuador,Falkland Islands (Malvinas),Fiji,France,Gabon,Germany,Guyana,Iceland,India,Indonesia,Ireland,Japan,Kenya,Malaysia,Malta,Mauritania,Mexico,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Norway,Peru,Poland,Portugal,Republic of Korea,Réunion,Russian Federation,South Africa,Spain,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Thailand,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;;420754;177000
Ovis vignei;1137.0;38;30300;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;vignei;I;India,Pakistan;;254367;35500
Nasalis larvatus;1132.0;39;181000;1;Animalia;Mammalia;Primates;Cercopithecidae;Nasalis;larvatus;I;Brunei Darussalam,Indonesia,Malaysia;;1041966;646000
Amazona rhodocorytha;1128.0;1;16900;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;rhodocorytha;I;Brazil;;16563;16700
Epicrates inornatus;1121.0;4;10800;0;Animalia;Reptilia;Serpentes;Boidae;Epicrates;inornatus;I;Puerto Rico;;36433;12100
Leontopithecus rosalia;1120.0;18;76200;0;Animalia;Mammalia;Primates;Cebidae;Leontopithecus;rosalia;I;Brazil;;422841;354000
Harpia harpyja;1081.0;15;250000;1;Animalia;Aves;Falconiformes;Accipitridae;Harpia;harpyja;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);;2977865;235000
Testudo kleinmanni;1072.0;10;35700;0;Animalia;Reptilia;Testudines;Testudinidae;Testudo;kleinmanni;I;Egypt,Israel,Libya;State of Palestine;59281;41200
Balaenoptera omurai;1065.0;14;21800;0;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;omurai;I;Brazil,Cocos (Keeling) Islands,Japan;;272829;21600
Crocodylus niloticus;1062.0;34;315000;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;niloticus;I/II;Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Madagascar,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;Algeria,Comoros,Djibouti,Israel;2109870;296000
Hippotragus niger variani;1058.0;9;9970;0;Animalia;Mammalia;Artiodactyla;Bovidae;Hippotragus;niger;I;Angola,Zambia;;73487;10800
Tapirus pinchaque;1057.0;25;41600;0;Animalia;Mammalia;Perissodactyla;Tapiridae;Tapirus;pinchaque;I;Colombia,Ecuador,Peru,Venezuela (Bolivarian Republic of);;161486;50700
Numenius borealis;1048.0;29;30900;0;Animalia;Aves;Charadriiformes;Scolopacidae;Numenius;borealis;I;Canada,United States of America;;145583;30700
Tringa guttifer;1040.0;22;30600;0;Animalia;Aves;Charadriiformes;Scolopacidae;Tringa;guttifer;I;Bangladesh,Cambodia,China,Democratic People's Republic of Korea,Guam,Hong Kong, SAR,India,Indonesia,Japan,Malaysia,Myanmar,Philippines,Republic of Korea,Russian Federation,Singapore,Taiwan, Province of China,Thailand,Viet Nam;;18109;33300
Pterocnemia pennata;1034.0;16;26400;0;Animalia;Aves;Rheiformes;Rheidae;Pterocnemia;pennata;I;Argentina,Bolivia (Plurinational State of),Chile,Peru;;98807;28900
Cyclura pinguis;1029.0;9;5100;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;pinguis;I;British Virgin Islands (United Kingdom);;17436;5940
Penelope albipennis;1027.0;4;14600;0;Animalia;Aves;Galliformes;Cracidae;Penelope;albipennis;I;Peru;;10848;17400
Gallirallus sylvestris;1020.0;12;8660;0;Animalia;Aves;Gruiformes;Rallidae;Gallirallus;sylvestris;I;Australia;;24464;9530
